	gene_id	gene_name	location	lncRNA ID	simplified_biotype	gene_class	w0 TPM	w1 TPM	w2 TPM	w3 TPM	w4 TPM	w5 TPM	tcons_id	xloc_id	mappable_genomes	annotated_genomes	expressed_genomes
247694	ENSG00000147853.12	AK3	chr9:4702025-4742029 (-)		protein_coding	protein coding mRNAs	2.3	2.99	4.29	3.59	3.76	2.615	TCONS_00593594	XLOC_065672	hg19	hg19	hg19
247695	ENSG00000147853.12	AK3	chr9:4702025-4742029 (-)		protein_coding	protein coding mRNAs	2.3	2.99	4.29	3.59	3.76	2.615	TCONS_00593597	XLOC_065672	hg19	hg19	hg19
247696	ENSG00000147853.12	AK3	chr9:4702025-4742029 (-)		protein_coding	protein coding mRNAs	2.3	2.99	4.29	3.59	3.76	2.615	TCONS_00593596	XLOC_065672	hg19,panTro4	hg19,panTro4	hg19
247697	ENSG00000147853.12	AK3	chr9:4702025-4742029 (-)		protein_coding	protein coding mRNAs	2.3	2.99	4.29	3.59	3.76	2.615	TCONS_00593591	XLOC_065672	hg19,panTro4	hg19,panTro4	hg19
247704	ENSG00000147853.12	AK3	chr9:4702025-4742029 (-)		protein_coding	protein coding mRNAs	2.3	2.99	4.29	3.59	3.76	2.615	TCONS_00593601	XLOC_065672	hg19	hg19	hg19
247707	ENSG00000147853.12	AK3	chr9:4702025-4742029 (-)		protein_coding	protein coding mRNAs	2.3	2.99	4.29	3.59	3.76	2.615	TCONS_00593602	XLOC_065672	hg19,panTro4	hg19,panTro4	hg19
247751	ENSG00000147854.12	UHRF2	chr9:6413031-6519349 (+)		protein_coding	protein coding mRNAs	3.39	3.485	4.645	3.345	2.9	3.165	TCONS_00581470	XLOC_064208	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
247770	ENSG00000147862.10	NFIB	chr9:14070013-14401482 (-)		protein_coding	protein coding mRNAs	0.98	0.39	0.69	2.8	2.135	4.565	TCONS_00594205	XLOC_065752	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
247771	ENSG00000147862.10	NFIB	chr9:14070013-14401482 (-)		protein_coding	protein coding mRNAs	0.98	0.39	0.69	2.8	2.135	4.565	TCONS_00594206	XLOC_065752	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
247809	ENSG00000147862.10	NFIB	chr9:14070013-14401482 (-)		protein_coding	protein coding mRNAs	0.98	0.39	0.69	2.8	2.135	4.565	TCONS_00594207	XLOC_065751	hg19	hg19	hg19
247988	ENSG00000148019.8	CEP78	chr9:80850856-80907618 (+)		protein_coding	protein coding mRNAs	3.805	3.375	3.215	2.605	2.035	3.075	TCONS_00584915	XLOC_064724	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
248170	ENSG00000148120.10	C9orf3	chr9:97488906-97911950 (.)		protein_coding	protein coding mRNAs	2.27	2.6	2.96	2.595	2.19	2.32	TCONS_00586472	XLOC_064943	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
248171	ENSG00000148120.10	C9orf3	chr9:97488906-97911950 (.)		protein_coding	protein coding mRNAs	2.27	2.6	2.96	2.595	2.19	2.32	TCONS_00586473	XLOC_064943	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
248172	ENSG00000148120.10	C9orf3	chr9:97488906-97911950 (.)		protein_coding	protein coding mRNAs	2.27	2.6	2.96	2.595	2.19	2.32	TCONS_00586474	XLOC_064943	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
248174	ENSG00000148120.10	C9orf3	chr9:97488906-97911950 (.)		protein_coding	protein coding mRNAs	2.27	2.6	2.96	2.595	2.19	2.32	TCONS_00586478	XLOC_064943	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
248184	ENSG00000148123.10	LPPR1	chr9:103790581-104096319 (+)		protein_coding	protein coding mRNAs	0.12	0.23	0.555	0.81	1.44	2.54	TCONS_00587248	XLOC_065039	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
248185	ENSG00000148123.10	LPPR1	chr9:103790581-104096319 (+)		protein_coding	protein coding mRNAs	0.12	0.23	0.555	0.81	1.44	2.54	TCONS_00587249	XLOC_065039	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
248544	ENSG00000148229.8	POLE3	chr9:116167601-116172993 (-)		protein_coding	protein coding mRNAs	2.86	2.885	3.23	3.325	3.395	2.17	TCONS_00601188	XLOC_066616	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
249184	ENSG00000148396.14	SEC16A	chr9:139334410-139379112 (-)		protein_coding	protein coding mRNAs	1.745	1.405	2.08	1.485	1.77	1.895	TCONS_00604713	XLOC_066985	hg19,panTro4	hg19,panTro4	hg19
249239	ENSG00000148399.7	DPH7	chr9:140446961-140484962 (-)		protein_coding	protein coding mRNAs	1.2	1.23	1.42	1.075	1.46	1.64	TCONS_00605476	XLOC_067030	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
249679	ENSG00000148498.11	PARD3	chr10:34398487-35104232 (-)		protein_coding	protein coding mRNAs	3.645	3.045	4.34	3.765	2.78	2.82	TCONS_00074613	XLOC_008171	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
249704	ENSG00000148516.17	ZEB1	chr10:31607365-31880108 (+)		protein_coding	protein coding mRNAs	1.44	5.705	12.435	11.605	11.235	7.7	TCONS_00061206	XLOC_006642	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
249711	ENSG00000148516.17	ZEB1	chr10:31607365-31880108 (+)		protein_coding	protein coding mRNAs	1.44	5.705	12.435	11.605	11.235	7.7	TCONS_00061166	XLOC_006642	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
249712	ENSG00000148516.17	ZEB1	chr10:31607365-31880108 (+)		protein_coding	protein coding mRNAs	1.44	5.705	12.435	11.605	11.235	7.7	TCONS_00061167	XLOC_006642	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
249715	ENSG00000148516.17	ZEB1	chr10:31607365-31880108 (+)		protein_coding	protein coding mRNAs	1.44	5.705	12.435	11.605	11.235	7.7	TCONS_00061168	XLOC_006642	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
250008	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064799	XLOC_007101	hg19	hg19	hg19
250010	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064843	XLOC_007098	hg19,rheMac8	hg19,rheMac8	hg19
250020	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064846	XLOC_007098	hg19,rheMac8	hg19,rheMac8	hg19
250021	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064847	XLOC_007098	hg19,rheMac8	hg19,rheMac8	hg19
250027	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064845	XLOC_007098	hg19,rheMac8	hg19,rheMac8	hg19
250028	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064851	XLOC_007098	hg19,rheMac8	hg19,rheMac8	hg19
250029	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064848	XLOC_007098	hg19,rheMac8	hg19,rheMac8	hg19
250030	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064789	XLOC_007098	hg19,rheMac8	hg19,rheMac8	hg19
250049	ENSG00000148655.10	C10orf11	chr10:77190109-78326715 (+)		protein_coding	protein coding mRNAs	0.05	0.245	1.21	0.47	0.35	0.475	TCONS_00064811	XLOC_007098	hg19	hg19	hg19
250332	ENSG00000148773.8	MKI67	chr10:129888091-129924707 (-)		protein_coding	protein coding mRNAs	5.58	3.195	3.075	3.065	2.035	2.1	TCONS_00083305	XLOC_009190	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
250677	ENSG00000148908.10	RGS10	chr10:121121362-121303063 (-)		protein_coding	protein coding mRNAs	0.385	0.435	1.445	0.3	0.08	0.235	TCONS_00082391	XLOC_009097	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
250803	ENSG00000148948.3	LRRC4C	chr11:40125436-41519063 (-)		protein_coding	protein coding mRNAs	0.24	0.32	0.82	1.085	1.64	1.03	TCONS_00105880	XLOC_011411	hg19	hg19	hg19
250833	ENSG00000148948.3	LRRC4C	chr11:40125436-41519063 (-)		protein_coding	protein coding mRNAs	0.24	0.32	0.82	1.085	1.64	1.03	TCONS_00105872	XLOC_011411	hg19	hg19	hg19
250924	ENSG00000148985.15	PGAP2	chr11:3819144-3850169 (+)		protein_coding	protein coding mRNAs	0.97	0.535	0.4	0.455	0.38	1.685	TCONS_00085161	XLOC_009381	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
251387	ENSG00000149187.13	CELF1	chr11:47472253-47587513 (-)		protein_coding	protein coding mRNAs	9.305	7.15	8.355	7.985	8.66	7.05	TCONS_00106715	XLOC_011484	hg19	hg19	hg19
251423	ENSG00000149196.11	C11orf73	chr11:86011998-86077099 (+)		protein_coding	protein coding mRNAs	5.395	4.825	3.985	4.08	3.61	2.85	TCONS_00096039	XLOC_010400	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
251482	ENSG00000149212.6	SESN3	chr11:94878564-94965688 (-)		protein_coding	protein coding mRNAs	9.48	7.69	7.24	5.335	4.84	3.95	TCONS_00114097	XLOC_012137	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
251546	ENSG00000149257.9	SERPINH1	chr11:75271473-75287697 (+)		protein_coding	protein coding mRNAs	11.25	5.25	3.04	2.755	2.16	2.09	TCONS_00095303	XLOC_010296	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
251619	ENSG00000149273.10	RPS3	chr11:75110515-75138636 (+)		protein_coding	protein coding mRNAs	68.315	65.795	80.23	82.405	81.305	64.555	TCONS_00095273	XLOC_010290	hg19	hg19	hg19
251622	ENSG00000149273.10	RPS3	chr11:75110515-75138636 (+)		protein_coding	protein coding mRNAs	68.315	65.795	80.23	82.405	81.305	64.555	TCONS_00095272	XLOC_010290	hg19	hg19	hg19
251656	ENSG00000149289.6	ZC3H12C	chr11:109958003-110058944 (+)		protein_coding	protein coding mRNAs	1.14	3.02	3.8	2.99	3.375	2.61	TCONS_00097477	XLOC_010600	hg19	hg19	hg19
252243	ENSG00000149483.7	TMEM138	chr11:61124429-61170281 (+)		protein_coding	protein coding mRNAs	1.255	1.21	1.965	1.095	1.555	1.74	TCONS_00090717	XLOC_009954	hg19	hg19	hg19
252248	ENSG00000149483.7	TMEM138	chr11:61124429-61170281 (+)		protein_coding	protein coding mRNAs	1.255	1.21	1.965	1.095	1.555	1.74	TCONS_00090712	XLOC_009954	hg19,ponAbe2,rheMac8	hg19,ponAbe2,rheMac8	hg19
252802	ENSG00000149582.11	TMEM25	chr11:118401916-118420011 (+)		protein_coding	protein coding mRNAs	0.44	0.795	0.74	0.905	1.3	1.96	TCONS_00098734	XLOC_010695	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
253773	ENSG00000150076.18	C10orf68	chr10:32735035-33172001 (+)		protein_coding	protein coding mRNAs	0.23	0.445	0.985	1.07	1.065	0.71	TCONS_00061400	XLOC_006664	hg19	hg19	hg19
253811	ENSG00000150316.7	CWC15	chr11:94687468-94706779 (-)		protein_coding	protein coding mRNAs	2.31	1.875	2.22	2.07	2.09	1.935	TCONS_00114082	XLOC_012134	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
253882	ENSG00000150361.7	KLHL1	chr13:70260775-70682632 (-)		protein_coding	protein coding mRNAs	0.0	0.095	0.585	0.895	1.775	0.425	TCONS_00162888	XLOC_017607	hg19	hg19	hg19
253896	ENSG00000150394.9	CDH8	chr16:61672454-62071183 (-)		protein_coding	protein coding mRNAs	1.005	1.735	1.425	1.51	2.39	3.35	TCONS_00228417	XLOC_024393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
253898	ENSG00000150394.9	CDH8	chr16:61672454-62071183 (-)		protein_coding	protein coding mRNAs	1.005	1.735	1.425	1.51	2.39	3.35	TCONS_00228415	XLOC_024393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
253978	ENSG00000150403.13	TMCO3	chr13:114144887-114212051 (+)		protein_coding	protein coding mRNAs	2.3	2.09	1.965	2.13	2.7	2.53	TCONS_00158765	XLOC_017092	hg19,panTro4,ponAbe2	hg19,panTro4,ponAbe2	hg19
253979	ENSG00000150403.13	TMCO3	chr13:114144887-114212051 (+)		protein_coding	protein coding mRNAs	2.3	2.09	1.965	2.13	2.7	2.53	TCONS_00158764	XLOC_017092	hg19,panTro4	hg19,panTro4	hg19
254106	ENSG00000150477.10	KIAA1328	chr18:34408871-34827639 (+)		protein_coding	protein coding mRNAs	1.22	1.08	1.89	1.32	1.455	1.495	TCONS_00269700	XLOC_028451	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254107	ENSG00000150477.10	KIAA1328	chr18:34408871-34827639 (+)		protein_coding	protein coding mRNAs	1.22	1.08	1.89	1.32	1.455	1.495	TCONS_00269701	XLOC_028451	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254111	ENSG00000150477.10	KIAA1328	chr18:34408871-34827639 (+)		protein_coding	protein coding mRNAs	1.22	1.08	1.89	1.32	1.455	1.495	TCONS_00269705	XLOC_028451	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254252	ENSG00000150593.11	PDCD4	chr10:112631563-112673205 (+)		protein_coding	protein coding mRNAs	2.4	3.245	4.26	3.07	3.045	1.93	TCONS_00068809	XLOC_007506	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254253	ENSG00000150625.12	GPM6A	chr4:176493055-176952222 (-)		protein_coding	protein coding mRNAs	0.29	3.31	11.115	16.73	25.73	19.32	TCONS_00461352	XLOC_049398	hg19	hg19	hg19
254265	ENSG00000150625.12	GPM6A	chr4:176493055-176952222 (-)		protein_coding	protein coding mRNAs	0.29	3.31	11.115	16.73	25.73	19.32	TCONS_00461346	XLOC_049393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254266	ENSG00000150625.12	GPM6A	chr4:176493055-176952222 (-)		protein_coding	protein coding mRNAs	0.29	3.31	11.115	16.73	25.73	19.32	TCONS_00461347	XLOC_049393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254288	ENSG00000150625.12	GPM6A	chr4:176493055-176952222 (-)		protein_coding	protein coding mRNAs	0.29	3.31	11.115	16.73	25.73	19.32	TCONS_00461356	XLOC_049393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254289	ENSG00000150625.12	GPM6A	chr4:176493055-176952222 (-)		protein_coding	protein coding mRNAs	0.29	3.31	11.115	16.73	25.73	19.32	TCONS_00461350	XLOC_049393	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254320	ENSG00000150627.11	WDR17	chr4:176986977-177111236 (+)		protein_coding	protein coding mRNAs	0.34	0.825	1.255	1.7	1.795	1.395	TCONS_00448465	XLOC_047704	hg19,rheMac8	hg19,rheMac8	hg19
254453	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113261	XLOC_012044	hg19	hg19	hg19
254474	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113250	XLOC_012044	hg19	hg19	hg19
254475	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113256	XLOC_012044	hg19	hg19	hg19
254476	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113257	XLOC_012044	hg19	hg19	hg19
254477	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113254	XLOC_012044	hg19	hg19	hg19
254478	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113255	XLOC_012044	hg19	hg19	hg19
254490	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113241	XLOC_012044	hg19	hg19	hg19
254491	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113240	XLOC_012044	hg19	hg19	hg19
254493	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113247	XLOC_012044	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
254530	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113267	XLOC_012044	hg19	hg19	hg19
254531	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113266	XLOC_012044	hg19	hg19	hg19
254563	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113285	XLOC_012044	hg19	hg19	hg19
254580	ENSG00000150672.12	DLG2	chr11:83163987-85342796 (-)		protein_coding	protein coding mRNAs	1.775	1.275	1.44	1.765	1.965	3.565	TCONS_00113231	XLOC_012045	hg19	hg19	hg19
254687	ENSG00000150753.7	CCT5	chr5:10250048-10273611 (+)		protein_coding	protein coding mRNAs	23.195	14.71	11.585	10.91	10.41	8.24	TCONS_00463416	XLOC_049690	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
254981	ENSG00000150938.5	CRIM1	chr2:36582830-36782861 (+)		protein_coding	protein coding mRNAs	1.395	1.245	1.9	1.65	2.075	2.32	TCONS_00316158	XLOC_032793	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
255095	ENSG00000150991.10	UBC	chr12:125389461-125425266 (-)		protein_coding	protein coding mRNAs	17.96	16.035	17.285	18.84	25.76	27.885	TCONS_00151538	XLOC_016080	hg19	hg19	hg19
255105	ENSG00000150991.10	UBC	chr12:125389461-125425266 (-)		protein_coding	protein coding mRNAs	17.96	16.035	17.285	18.84	25.76	27.885	TCONS_00151526	XLOC_016080	hg19	hg19	hg19
255328	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118696	XLOC_012684	hg19	hg19	hg19
255329	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118695	XLOC_012684	hg19	hg19	hg19
255330	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118694	XLOC_012684	hg19	hg19	hg19
255332	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118692	XLOC_012684	hg19	hg19	hg19
255334	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118690	XLOC_012684	hg19	hg19	hg19
255368	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118646	XLOC_012684	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
255381	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118702	XLOC_012684	hg19	hg19	hg19
255390	ENSG00000151067.16	CACNA1C	chr12:2079851-2851317 (.)		protein_coding	protein coding mRNAs	0.69	0.67	1.015	1.24	1.8	2.335	TCONS_00118733	XLOC_012684	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
255595	ENSG00000151136.10	BTBD11	chr12:107495477-108063447 (+)		protein_coding	protein coding mRNAs	0.2	1.115	0.785	0.46	0.44	0.31	TCONS_00131815	XLOC_014118	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
255618	ENSG00000151136.10	BTBD11	chr12:107495477-108063447 (+)		protein_coding	protein coding mRNAs	0.2	1.115	0.785	0.46	0.44	0.31	TCONS_00131796	XLOC_014117	hg19	hg19	hg19
255816	ENSG00000151150.16	ANK3	chr10:61779945-62493340 (-)		protein_coding	protein coding mRNAs	3.455	3.97	7.19	10.805	17.45	13.545	TCONS_00076260	XLOC_008422	hg19	hg19	hg19
256073	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071224	XLOC_007766	hg19,panTro4,rheMac8	hg19,panTro4,rheMac8	hg19
256074	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071225	XLOC_007766	hg19	hg19	hg19
256075	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071226	XLOC_007766	hg19	hg19	hg19
256080	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071223	XLOC_007766	hg19	hg19	hg19
256092	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071239	XLOC_007766	hg19	hg19	hg19
256093	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071238	XLOC_007766	hg19	hg19	hg19
256098	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071230	XLOC_007766	hg19	hg19	hg19
256102	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071248	XLOC_007766	hg19	hg19	hg19
256103	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071249	XLOC_007766	hg19	hg19	hg19
256104	ENSG00000151240.11	DIP2C	chr10:304309-735705 (-)		protein_coding	protein coding mRNAs	1.49	1.88	3.395	2.895	2.825	3.74	TCONS_00071240	XLOC_007766	hg19	hg19	hg19
256127	ENSG00000151247.8	EIF4E	chr4:99710299-99851771 (-)		protein_coding	protein coding mRNAs	8.815	6.45	6.37	5.6	5.83	3.825	TCONS_00456503	XLOC_048763	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
256215	ENSG00000151304.5	SRFBP1	chr5:121297573-121411265 (+)		protein_coding	protein coding mRNAs	2.08	1.96	2.04	1.66	1.72	1.305	TCONS_00471189	XLOC_050668	hg19	hg19	hg19
256256	ENSG00000151320.6	AKAP6	chr14:32672761-33309891 (+)		protein_coding	protein coding mRNAs	0.16	2.13	5.585	5.76	9.32	7.585	TCONS_00167328	XLOC_018231	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
256264	ENSG00000151320.6	AKAP6	chr14:32672761-33309891 (+)		protein_coding	protein coding mRNAs	0.16	2.13	5.585	5.76	9.32	7.585	TCONS_00167310	XLOC_018231	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
256541	ENSG00000151413.12	NUBPL	chr14:31959169-32357283 (+)		protein_coding	protein coding mRNAs	0.865	1.26	1.695	1.355	0.98	0.795	TCONS_00167198	XLOC_018217	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
256866	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072544	XLOC_007940	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
256867	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072545	XLOC_007940	hg19,panTro4,ponAbe2,rheMac8	hg19,panTro4,ponAbe2,rheMac8	hg19
256869	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072541	XLOC_007940	hg19	hg19	hg19
256882	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072559	XLOC_007940	hg19	hg19	hg19
256892	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072542	XLOC_007940	hg19	hg19	hg19
256893	ENSG00000151474.15	FRMD4A	chr10:13671996-14517188 (-)		protein_coding	protein coding mRNAs	1.6	2.06	3.355	3.99	6.0	4.84	TCONS_00072524	XLOC_007940	hg19	hg19	hg19
